ID,Dollars,Area,Region
3318,218.05,Rural,7
3319,281.7,Rural,7
3320,151.45,Rural,7
3321,154.52,Rural,7
3322,260.52,Rural,7
3323,218.08,Rural,7
3324,129.62,Rural,7
3325,170.73,Rural,7
3326,366.06,Rural,7
3327,216.34,Rural,7
3328,191.59,Rural,7
3329,279.24,Rural,7
3330,477.54,Rural,7
3331,193.18,Rural,7
3332,606.96,Rural,7
3333,356.4,Rural,7
3334,253.24,Rural,7
3335,448.01,Rural,7
3336,342.46,Rural,7
3337,188.62,Rural,7
3338,296.56,Rural,7
3339,252.92,Rural,7
3340,156.53,Rural,7
3341,171.91,Rural,7
3342,332.97,Rural,7
3343,71.49,Rural,7
3344,230.68,Rural,7
3345,351.33,Rural,7
3346,194.65,Rural,7
3347,345.56,Rural,7
3348,177.68,Rural,7
3349,170.13,Rural,7
3350,193.81,Rural,7
3351,537.1,Rural,7
3352,229.4,Rural,7
3353,235.61,Rural,7
3354,297.03,Rural,7
3355,216.53,Rural,7
3356,191.26,Rural,7
3357,296.83,Rural,7
3358,75.17,Rural,7
3359,141.65,Rural,7
3360,285.02,Rural,7
3361,155.55,Rural,7
3362,173.66,Rural,7
3363,195.97,Rural,7
3364,109.42,Rural,7
3365,146.61,Rural,7
3366,160.4,Rural,7
3367,286.11,Rural,7
3368,161.2,Rural,7
3369,212.45,Rural,7
3370,222.25,Rural,7
3371,298.09,Rural,7
3372,367.03,Rural,7
3373,132.35,Rural,7
3374,192.09,Rural,7
3375,110.55,Rural,7
3376,300.89,Rural,7
3377,200.11,Rural,7
3378,315.8,Rural,7
3379,224.65,Rural,7
3380,144.65,Rural,7
3381,357.54,Rural,7
3382,105.94,Rural,7
3383,189.7,Rural,7
3384,130.29,Rural,7
3385,131.01,Rural,7
3386,107.71,Rural,7
3387,944.2,Rural,7
3388,151.11,Rural,7
3389,341.49,Rural,7
3390,304.1,Rural,7
3391,253.5,Rural,7
3392,355.55,Rural,7
3393,147.53,Rural,7
3394,265.19,Rural,7
3395,353.58,Rural,7
3396,97.6,Rural,7
3397,812.26,Rural,7
3398,171.75,Rural,7
3399,292.88,Rural,7
3400,164.13,Rural,7
3401,270.74,Rural,7
3402,259.42,Rural,7
3403,171.21,Rural,7
3404,364.44,Rural,7
3405,65.22,Rural,7
3406,106.6,Rural,7
3407,80,Rural,7
3408,180.93,Rural,7
3409,157.85,Rural,7
3410,133.5,Rural,7
3411,151.67,Rural,7
3412,186.62,Rural,7
3413,143.43,Rural,7
3414,225.85,Rural,7
3415,318.29,Rural,7
3416,472.45,Rural,7
3417,238.29,Rural,7
3418,206.76,Rural,7
3419,428.79,Rural,7
3420,182.26,Rural,7
3421,243.42,Rural,7
3422,210.7,Rural,7
3423,186.29,Rural,7
3424,105.2,Rural,7
3425,163.14,Rural,7
3426,1625.76,Rural,7
3427,171.6,Rural,7
3428,259.55,Rural,7
3429,112.37,Rural,7
3430,253.54,Rural,7
3431,147.12,Rural,7
3432,135.45,Rural,7
3433,242.09,Rural,7
3434,114.07,Rural,7
3435,145.02,Rural,7
3436,587.74,Rural,7
3437,242.76,Rural,7
3438,144.57,Rural,7
3439,141.42,Rural,7
3440,41.05,Rural,3
3441,91.07,Rural,3
3442,154.59,Rural,3
3443,83,Rural,3
3444,142.94,Rural,3
3445,84.31,Rural,3
3446,102.19,Rural,3
3447,97.24,Rural,3
3448,345.13,Rural,3
3449,134.12,Rural,3
3450,200.62,Rural,3
3451,185.76,Rural,3
3452,129.05,Rural,3
3453,263.95,Rural,3
3454,142.45,Rural,3
3455,128.69,Rural,3
3456,93.48,Rural,3
3457,227.37,Rural,3
3458,135.84,Rural,3
3459,114.93,Rural,3
3460,123.52,Rural,3
3461,170.94,Rural,3
3462,133.36,Rural,3
3463,137.77,Rural,3
3464,103.12,Rural,3
3465,134.12,Rural,3
3466,164.68,Rural,3
3467,83.27,Rural,3
3468,267.82,Rural,3
3469,118.09,Rural,3
3470,93.49,Rural,3
3471,140.99,Rural,3
3472,81.96,Rural,3
3473,208.02,Rural,3
3474,208.23,Rural,3
3475,212.63,Rural,3
3476,110.98,Rural,3
3477,95.26,Rural,3
3478,110.08,Rural,3
3479,63.85,Rural,3
3480,31.98,Rural,3
3481,122.26,Rural,3
3482,48.13,Rural,3
3483,338.49,Rural,3
3484,102.76,Rural,3
3485,99.29,Rural,3
3486,123.61,Rural,3
3487,282.79,Rural,3
3488,418.02,Rural,3
3489,223.1,Rural,3
3490,260.89,Rural,3
3491,97.11,Rural,3
3492,102.27,Rural,3
3493,167.88,Rural,3
3494,226.32,Rural,3
3495,170.45,Rural,3
3496,89.75,Rural,3
3497,70.14,Rural,3
3498,198.71,Rural,3
3499,179.33,Rural,3
3500,127.78,Rural,3
3501,75.41,Rural,3
3502,97.03,Rural,3
3503,192.05,Rural,3
3504,148.55,Rural,3
3505,137.64,Rural,3
3506,175.66,Rural,3
3507,101.13,Rural,3
3508,114.61,Rural,3
3509,171.49,Rural,3
3510,99.71,Rural,3
3511,221.09,Rural,3
3512,128.98,Rural,3
3513,143.96,Rural,3
3514,149.63,Rural,3
3515,83.47,Rural,3
3516,176.05,Rural,3
3517,222.67,Rural,3
3518,114.14,Rural,3
3519,235.18,Rural,3
3520,175.09,Rural,3
3521,139.44,Rural,3
3522,125.89,Rural,3
3523,185.85,Rural,3
3524,143,Rural,3
3525,105.72,Rural,3
3526,158.11,Rural,3
3527,131.81,Rural,3
3528,90.24,Rural,3
3529,202.79,Rural,3
3530,310.76,Rural,3
3531,124.31,Rural,3
3532,107.81,Rural,3
3533,73.77,Rural,3
3534,239.58,Rural,3
3535,225.55,Rural,3
3536,167.73,Rural,3
3537,144.97,Rural,3
3538,80.91,Rural,3
3539,123.97,Rural,3
3540,66.27,Rural,3
3541,219.48,Rural,3
3542,114.44,Rural,3
3543,84.89,Rural,3
3544,100.07,Rural,3
3545,117.24,Rural,3
3546,139.45,Rural,3
3547,247.97,Rural,3
3548,80.74,Rural,3
3549,118.37,Rural,3
3550,59.11,Rural,3
3551,191.07,Rural,3
3552,138.7,Rural,3
3553,217.14,Rural,3
3554,134.66,Rural,3
3555,107.5,Rural,3
3556,151.33,Rural,3
3557,69.07,Rural,3
3558,124.81,Rural,3
3559,93.82,Rural,3
3560,281.36,Rural,3
3561,119.13,Rural,3
3562,113.55,Rural,3
3563,147.39,Rural,3
3564,140.84,Rural,3
3565,194.2,Rural,3
3566,223.79,Rural,3
3567,213.62,Rural,3
3568,142.65,Rural,3
3569,351.67,Rural,3
3570,204.7,Rural,3
3571,214.4,Rural,3
3572,109.95,Rural,3
3573,270,Rural,3
3574,232.92,Rural,3
3575,162.31,Rural,3
3576,130.78,Rural,3
3577,208.16,Rural,3
3578,154.91,Rural,3
3579,320.69,Rural,3
3580,269,Rural,3
3581,274.06,Rural,3
3582,188.75,Rural,3
3583,136.67,Rural,3
3584,160.89,Rural,3
3585,155.15,Rural,3
3586,97.75,Rural,3
3587,145.76,Rural,3
3588,158.86,Rural,3
3589,104.48,Rural,3
3590,89.58,Rural,3
3591,148.25,Rural,3
3592,144.76,Rural,3
3593,207,Rural,3
3594,153.51,Rural,3
3595,109.09,Rural,3
3596,112.46,Rural,3
3597,145.41,Rural,3
3598,204.87,Rural,3
3599,85.51,Rural,3
3600,103.52,Rural,3
3601,142.87,Rural,3
3602,94.45,Rural,3
3603,163.37,Rural,3
3604,83.41,Rural,3
3605,188.01,Rural,3
3606,189.41,Rural,3
3607,194.09,Rural,3
3608,176.27,Rural,3
3609,86.29,Rural,3
3610,196.14,Rural,3
3611,184.89,Rural,3
3612,159.39,Rural,3
3613,128.11,Rural,3
3614,169.32,Rural,3
3615,135.76,Rural,3
3616,126.11,Rural,3
3617,235.64,Rural,3
3618,127.09,Rural,3
3619,155.47,Rural,3
3620,104.34,Rural,3
3621,98.6,Rural,3
3622,182.84,Rural,3
3623,103.81,Rural,3
3624,104.9,Rural,3
3625,91.13,Rural,3
3626,64.04,Rural,3
3627,115.06,Rural,3
3628,89.25,Rural,3
3629,399.94,Rural,3
3630,92.85,Rural,3
3631,99.35,Rural,3
3632,220.01,Rural,3
3633,86.1,Rural,3
3634,216.47,Rural,3
3635,316.22,Rural,3
3636,98.92,Rural,3
3637,101.43,Rural,3
3638,124.19,Rural,3
3639,111.56,Rural,3
3640,136.73,Rural,3
3641,266.11,Rural,3
3642,54.03,Rural,3
3643,193.98,Rural,3
3644,104.9,Rural,3
3645,219.99,Rural,3
3646,190.02,Rural,3
3647,260,Rural,3
3648,267.6,Rural,3
3649,120.28,Rural,3
3650,108.95,Rural,3
3651,54.58,Rural,3
3652,146.4,Rural,3
3653,364.35,Rural,3
3654,179.33,Rural,3
3655,129.19,Rural,3
3656,181.37,Rural,3
3657,112.5,Rural,3
3658,235.11,Rural,3
3659,151.15,Rural,3
3660,87.75,Rural,3
3661,167.36,Rural,3
3662,173.75,Rural,3
3663,228.34,Rural,3
3664,83.3,Rural,3
3665,49.21,Rural,3
3666,173.23,Rural,3
3667,97.45,Rural,3
3668,180.09,Rural,3
3669,132.21,Rural,3
3670,195.05,Rural,3
3671,212.63,Rural,3
3672,218.11,Rural,3
3673,134.09,Rural,3
3674,165.99,Rural,3
3675,198.57,Rural,3
3676,87.29,Rural,3
3677,137.56,Rural,3
3678,158.29,Rural,3
3679,148.71,Rural,3
3680,305.8,Rural,3
3681,256.67,Rural,3
3682,228.45,Rural,3
3683,239.33,Rural,3
3684,100.48,Rural,3
3685,253.82,Rural,3
3686,96.97,Rural,3
3687,302.18,Rural,3
3688,158.79,Rural,3
3689,126.45,Rural,3
3690,76.9,Rural,3
3691,101.56,Rural,3
3692,247.88,Rural,3
3693,182.76,Rural,3
3694,101.22,Rural,3
3695,136.6,Rural,3
3696,173.15,Rural,3
3697,98.06,Rural,3
3698,190.25,Rural,3
3699,189.31,Rural,3
3700,100.14,Rural,3
3701,168.99,Rural,3
3702,177.69,Rural,3
3703,245.92,Rural,3
3704,106.27,Rural,3
3705,271.11,Rural,3
3706,110.1,Rural,3
3707,129.62,Rural,3
3708,146.44,Rural,3
3709,127.18,Rural,3
3710,213.47,Rural,3
3711,313.62,Rural,3
3712,242.97,Rural,3
3713,107.01,Rural,3
3714,218.44,Rural,3
3715,199.98,Rural,3
3716,190.63,Rural,3
3717,171.6,Rural,3
3718,115.51,Rural,3
3719,225.72,Rural,3
3720,112.77,Rural,3
3721,149.87,Rural,3
3722,104.48,Rural,3
3723,154.68,Rural,3
3724,222.91,Rural,3
3725,142.5,Rural,3
3726,147.51,Rural,3
3727,75.5,Rural,3
3728,134.87,Rural,3
3729,193.13,Rural,3
3730,85.45,Rural,3
3731,119.54,Rural,3
3732,151.07,Rural,3
3733,43.04,Rural,3
3734,139.56,Rural,3
3735,103.08,Rural,3
3736,149.39,Rural,3
3737,69.82,Rural,3
3738,116.01,Rural,3
3739,405.58,Rural,3
3740,80.65,Rural,3
3741,100.62,Rural,3
3742,136.81,Rural,3
3743,74.59,Rural,3
3744,124.45,Rural,3
3745,87.36,Rural,3
3746,78.18,Rural,3
3747,150.27,Rural,3
3748,121.09,Rural,3
3749,163.86,Rural,3
3750,130.37,Rural,3
3751,140.65,Rural,3
3752,190.53,Rural,3
3753,153.38,Rural,3
3754,188.11,Rural,3
3755,98.06,Rural,3
3756,85.03,Rural,3
3757,152.93,Rural,3
3758,107.82,Rural,3
3759,100.14,Rural,3
3760,117.84,Rural,3
3761,312.2,Rural,3
3762,185.95,Rural,3
3763,171.99,Rural,3
3764,220.37,Rural,3
3765,131.75,Rural,3
3766,129.53,Rural,3
3767,156.27,Rural,3
3768,79.38,Rural,3
3769,141.7,Rural,3
3770,169.29,Rural,3
3771,385.02,Rural,3
3772,118.78,Rural,3
3773,128.14,Rural,3
3774,117.67,Rural,3
3775,119.09,Rural,3
3776,140.32,Rural,3
3777,45.31,Rural,3
3778,109.35,Rural,3
3779,121.48,Rural,3
3780,114.73,Rural,3
3781,125.15,Rural,3
3782,247.91,Rural,3
3783,126.72,Rural,3
3784,111.01,Rural,3
3785,287.4,Rural,3
3786,121.19,Rural,3
3787,217.73,Rural,3
3788,100.43,Rural,3
3789,138.2,Rural,3
3790,65.37,Rural,3
3791,160.82,Rural,3
3792,95.49,Rural,3
3793,78.28,Rural,3
3794,124.98,Rural,3
3795,110.32,Rural,3
3796,193.96,Rural,3
3797,416.72,Rural,3
3798,183.59,Rural,3
3799,116.25,Rural,3
3800,98.16,Rural,3
3801,96.2,Rural,3
3802,103.15,Rural,3
3803,85.32,Rural,3
3804,373.69,Rural,3
3805,174.9,Rural,3
3806,179.91,Rural,3
3807,76.85,Rural,3
3808,112.01,Rural,3
3809,242.44,Rural,3
3810,114.29,Rural,3
3811,128.61,Rural,3
3812,147.24,Rural,3
3813,98.33,Rural,3
3814,96.37,Rural,3
3815,134.13,Rural,3
3816,405.8,Rural,3
3817,165.09,Rural,3
3818,347.67,Rural,3
3819,99.58,Rural,3
3820,342.01,Rural,3
3821,159.75,Rural,3
3822,71.45,Rural,3
3823,308.77,Rural,3
3824,106.22,Rural,3
3825,217.84,Rural,3
3826,97.66,Rural,3
3827,118.75,Rural,3
3828,107.58,Rural,3
3829,79.17,Rural,3
3830,130.48,Rural,3
3831,192.55,Rural,3
3832,91.61,Rural,3
3833,292.71,Rural,3
3834,244.02,Rural,3
3835,92.02,Rural,3
3836,173.22,Rural,3
3837,109.22,Rural,3
3838,225.46,Rural,3
3839,82.31,Rural,3
3840,138.64,Rural,3
3841,249.52,Rural,3
3842,97.01,Rural,3
3843,114.4,Rural,3
3844,317.3,Rural,3
3845,144.46,Rural,3
3846,111.05,Rural,3
3847,174.88,Rural,3
3848,174.38,Rural,3
3849,56.99,Rural,3
3850,80.65,Rural,3
3851,130.45,Rural,3
3852,220.46,Rural,3
3853,111.57,Rural,3
3854,122.56,Rural,3
3855,261.97,Rural,3
3856,85.97,Rural,3
3857,163.52,Rural,3
3858,158.03,Rural,3
3859,131.99,Rural,3
3860,127.3,Rural,3
3861,360.6,Rural,3
3862,109.12,Rural,3
3863,151.84,Rural,3
3864,80.84,Rural,3
3865,143.94,Rural,3
3866,173.07,Rural,3
3867,63.59,Rural,3
3868,133.55,Rural,3
3869,132.49,Rural,3
3870,296.27,Rural,3
3871,110,Rural,3
3872,197.15,Rural,3
3873,94.68,Rural,3
3874,176.21,Rural,3
3875,178.04,Rural,3
3876,130.66,Rural,3
3877,127.36,Rural,3
3878,101.92,Rural,3
3879,79.67,Rural,3
3880,87.54,Rural,3
3881,162.88,Rural,3
3882,289.86,Rural,3
3883,160.39,Rural,3
3884,117.29,Rural,3
3885,237.95,Rural,3
3886,209.2,Rural,3
3887,86.78,Rural,3
3888,180.07,Rural,3
3889,162.25,Rural,3
3890,198.83,Rural,3
3891,145.5,Rural,3
3892,130.24,Rural,3
3893,97.57,Rural,3
3894,62.71,Rural,3
3895,92.9,Rural,3
3896,140.41,Rural,3
3897,97.78,Rural,3
3898,170.47,Rural,3
3899,184.7,Rural,3
3900,131.32,Rural,3
3901,101,Rural,3
3902,113.34,Rural,3
3903,177.79,Rural,3
3904,316.56,Rural,3
3905,108.48,Rural,3
3906,159.38,Rural,3
3907,145.26,Rural,3
3908,246.03,Rural,3
3909,142.43,Rural,3
3910,145.16,Rural,3
3911,111.98,Rural,3
3912,88.33,Rural,3
3913,78.96,Rural,3
3914,119.47,Rural,3
3915,98.99,Rural,3
3916,75.37,Rural,3
3917,196.38,Rural,3
3918,475.32,Rural,3
3919,153.44,Rural,3
3920,222.41,Rural,3
3921,102.02,Rural,3
3922,125.72,Rural,3
3923,128.61,Rural,3
3924,105.77,Rural,3
3925,59.38,Rural,3
3926,121.19,Rural,3
3927,174.45,Rural,3
3928,101.04,Rural,3
3929,138.37,Rural,3
3930,98.31,Rural,3
3931,125.11,Rural,3
3932,130.45,Rural,3
3933,95.74,Rural,3
3934,55.44,Rural,3
3935,98.07,Rural,3
3936,227.11,Rural,3
3937,138.36,Rural,3
3938,118.59,Rural,3
3939,205.1,Rural,3
3940,198.93,Rural,3
3941,209.12,Rural,3
3942,85.48,Rural,3
3943,176.91,Rural,3
3944,162.58,Rural,3
3945,184.86,Rural,3
3946,253.8,Rural,3
3947,102.95,Rural,3
3948,182.97,Rural,3
3949,92.83,Rural,3
3950,105.96,Rural,3
3951,135.89,Rural,3
3952,99.77,Rural,3
3953,147.06,Rural,3
3954,257.42,Rural,3
3955,262.31,Rural,3
3956,296.72,Rural,3
3957,132.43,Rural,3
3958,121.59,Rural,3
3959,60.09,Rural,3
3960,232.98,Rural,3
3961,298.92,Rural,3
3962,58.24,Rural,3
3963,320.1,Rural,3
3964,131.58,Rural,3
3965,103.51,Rural,3
3966,86.23,Rural,3
3967,284.69,Rural,3
3968,107.88,Rural,3
3969,193.07,Rural,3
3970,207.69,Rural,3
3971,142.59,Rural,3
3972,83.79,Rural,3
3973,313.99,Rural,3
3974,269.37,Rural,3
3975,139.77,Rural,3
3976,181.43,Rural,3
3977,75.02,Rural,3
3978,107.34,Rural,3
3979,237.68,Rural,3
3980,100.33,Rural,3
3981,385.75,Rural,3
3982,102.74,Rural,3
3983,212.63,Rural,3
3984,91.02,Rural,3
3985,105.87,Rural,3
3986,152.47,Rural,3
3987,300.04,Rural,3
3988,169.44,Rural,3
3989,105.79,Rural,3
3990,106.96,Rural,3
3991,297.43,Rural,3
3992,234.67,Rural,3
3993,89.28,Rural,3
3994,156.94,Rural,3
3995,127.87,Rural,3
3996,156.71,Rural,3
3997,92.47,Rural,3
3998,135.19,Rural,3
3999,235.17,Rural,3
4000,288.42,Rural,3
4001,87.36,Rural,3
4002,83.4,Rural,3
4003,82.56,Rural,3
4004,620.84,Rural,3
4005,93.93,Rural,3
4006,100.91,Rural,3
4007,105.37,Rural,3
4008,249.16,Rural,3
4009,333.57,Rural,3
4010,137.35,Rural,3
4011,177.41,Rural,3
4012,244.47,Rural,3
4013,184.61,Rural,3
4014,183.58,Rural,3
4015,112.2,Rural,3
4016,197.37,Rural,3
4017,120.95,Rural,3
4018,214.19,Rural,3
4019,164.26,Rural,3
4020,132.08,Rural,3
4021,498.79,Rural,3
4022,73.89,Rural,3
4023,126.95,Rural,3
4024,109.93,Rural,3
4025,100.57,Rural,3
4026,279.61,Rural,3
4027,82.03,Rural,3
4028,158.28,Rural,3
4029,241.71,Rural,3
4030,244.75,Rural,3
4031,158.65,Rural,3
4032,98.1,Rural,3
4033,120.77,Rural,3
4034,218.47,Rural,3
4035,178.04,Rural,3
4036,122.58,Rural,3
4037,267.74,Rural,3
4038,168.75,Rural,3
4039,102.66,Rural,3
4040,191.82,Rural,3
4041,271.62,Rural,3
4042,140.87,Rural,3
4043,172.46,Rural,3
4044,230.9,Rural,3
4045,41.51,Rural,3
4046,136.44,Rural,3
4047,118.58,Rural,3
4048,196.9,Rural,3
4049,141.28,Rural,3
4050,73.36,Rural,3
4051,185.54,Rural,3
4052,172.39,Rural,3
4053,210.79,Rural,3
4054,178.54,Rural,3
4055,65.13,Rural,3
4056,322.59,Rural,3
4057,57.97,Rural,3
4058,132.21,Rural,3
4059,180.92,Rural,3
4060,192.67,Rural,3
4061,247.01,Rural,3
4062,309.28,Rural,3
4063,130.1,Rural,3
4064,151.95,Rural,3
4065,210.14,Rural,3
4066,212.29,Rural,3
4067,48.42,Rural,3
4068,98.35,Rural,3
4069,93.11,Rural,3
4070,129.62,Rural,3
4071,85.75,Rural,3
4072,110.98,Rural,3
4073,107.96,Rural,3
4074,125.33,Rural,3
4075,182.84,Rural,3
4076,191.72,Rural,3
4077,347.04,Rural,3
4078,112.1,Rural,3
4079,145.2,Rural,3
4080,375.4,Rural,3
4081,182.43,Rural,3
4082,158.64,Rural,3
4083,165.84,Rural,3
4084,156.84,Rural,3
4085,137.39,Rural,3
4086,183.45,Rural,3
4087,104.73,Rural,3
4088,109.58,Rural,3
4089,139.33,Rural,3
4090,275.38,Rural,3
4091,133.05,Rural,3
4092,124.32,Rural,3
4093,115.95,Rural,3
4094,75.02,Rural,3
4095,174.87,Rural,3
4096,207.99,Rural,3
4097,125.57,Rural,3
4098,135.46,Rural,3
4099,102.63,Rural,3
4100,267.82,Rural,3
4101,213.36,Rural,3
4102,88.91,Rural,3
4103,148.8,Rural,3
4104,105.26,Rural,3
4105,93.24,Rural,3
4106,101.23,Rural,3
4107,57.09,Rural,3
4108,187.15,Rural,3
4109,95.34,Rural,3
4110,61.57,Rural,3
4111,122.8,Rural,3
4112,106.34,Rural,3
4113,162.02,Rural,3
4114,117.21,Rural,3
4115,414.52,Rural,3
4116,61.58,Rural,3
4117,153.62,Rural,3
4118,145.65,Rural,3
4119,114.29,Rural,3
4120,132.56,Rural,3
4121,99.6,Rural,3
4122,169.43,Rural,3
4123,55.87,Rural,3
4124,120.71,Rural,3
4125,130.81,Rural,3
4126,135.71,Rural,3
4127,92.82,Rural,3
4128,200.72,Rural,3
4129,181.35,Rural,3
4130,187.55,Rural,3
4131,177.26,Rural,3
4132,226.32,Rural,3
4133,120.96,Rural,3
4134,222.13,Rural,3
4135,146.66,Rural,3
4136,108.83,Rural,3
4137,117.49,Rural,3
4138,185.47,Rural,3
4139,135.86,Rural,3
4140,224.43,Rural,3
4141,216.78,Rural,3
4142,116.43,Rural,3
4143,222.64,Rural,3
4144,105.47,Rural,3
4145,147.18,Rural,3
4146,134.18,Rural,3
4147,85.91,Rural,3
4148,116.93,Rural,3
4149,149.24,Rural,3
4150,147.56,Rural,3
4151,76.4,Rural,3
4152,107.67,Rural,3
4153,109.84,Rural,3
4154,153.79,Rural,3
4155,119.34,Rural,3
4156,306.14,Rural,3
4157,93.91,Rural,3
4158,292.46,Rural,3
4159,143.06,Rural,3
4160,140.63,Rural,3
4161,123.76,Rural,3
4162,296.35,Rural,3
4163,151.19,Rural,3
4164,225.08,Rural,3
4165,134.23,Rural,3
4166,121.51,Rural,3
4167,183.25,Rural,3
4168,210.95,Rural,3
4169,145.32,Rural,3
4170,179.42,Rural,3
4171,172.47,Rural,3
4172,103.24,Rural,3
4173,150.25,Rural,3
4174,136.76,Rural,3
4175,408.59,Rural,3
4176,169.08,Rural,3
4177,133.07,Rural,3
4178,148.78,Rural,3
4179,136.19,Rural,3
4180,167.44,Rural,3
4181,74.55,Rural,3
4182,85.6,Rural,3
4183,224.85,Rural,3
4184,196.98,Rural,3
4185,319.18,Rural,3
4186,197.5,Rural,3
4187,155.65,Rural,3
4188,153.63,Rural,3
4189,93.23,Rural,3
4190,182.99,Rural,3
4191,194.67,Rural,3
4192,177.26,Rural,3
4193,133.14,Rural,3
4194,150.93,Rural,3
4195,138.1,Rural,3
4196,87.74,Rural,3
4197,280.94,Rural,3
4198,127.91,Rural,3
4199,184.15,Rural,3
4200,185.72,Rural,3
4201,172.85,Rural,3
4202,67.31,Rural,3
4203,149.14,Rural,3
4204,100.65,Rural,3
4205,69.03,Rural,3
4206,88.83,Rural,3
4207,132.43,Rural,3
4208,299.8,Rural,3
4209,239.03,Rural,3
4210,124.44,Rural,3
4211,232.17,Rural,3
4212,81.79,Rural,3
4213,135.49,Rural,3
4214,112.01,Rural,3
4215,153.51,Rural,3
4216,184.24,Rural,3
4217,98.47,Rural,3
4218,165.21,Rural,3
4219,163.69,Rural,3
4220,117.07,Rural,3
4221,173.5,Rural,3
4222,103.99,Rural,3
4223,113.08,Rural,3
4224,170.41,Rural,3
4225,103.89,Rural,3
4226,163.98,Rural,3
4227,87.99,Rural,3
4228,133.93,Rural,3
4229,118.61,Rural,3
4230,399.19,Rural,3
4231,154.63,Rural,3
4232,158.01,Rural,3
4233,144.8,Rural,3
4234,91.98,Rural,3
4235,259.48,Rural,3
4236,161.32,Rural,3
4237,103.09,Rural,3
4238,265.55,Rural,3
4239,59.35,Rural,3
4240,105.67,Rural,3
4241,86.69,Rural,3
4242,182.79,Rural,3
4243,164.49,Rural,3
4244,126.23,Rural,3
4245,105.74,Rural,3
4246,207.32,Rural,3
4247,125.88,Rural,3
4248,71.88,Rural,3
4249,102.78,Rural,3
4250,118.32,Rural,3
4251,95.11,Rural,3
4252,86.59,Rural,3
4253,105.88,Rural,3
4254,106.98,Rural,3
4255,83.43,Rural,3
4256,123.16,Rural,3
4257,170.08,Rural,3
4258,226.35,Rural,3
4259,167.17,Rural,3
4260,83.17,Rural,3
4261,89.59,Rural,3
4262,117.42,Rural,3
4263,139.36,Rural,3
4264,182.92,Rural,3
4265,361.92,Rural,3
4266,190.6,Rural,3
4267,115.87,Rural,3
4268,123.01,Rural,3
4269,152.5,Rural,3
4270,142.03,Urban,5
4271,86.61,Urban,5
4272,261.12,Urban,5
4273,155.51,Urban,5
4274,120.66,Urban,5
4275,179.59,Urban,5
4276,213.34,Urban,5
4277,215.52,Urban,5
4278,126.11,Urban,5
4279,177.06,Urban,5
4280,105.22,Urban,5
4281,321.09,Urban,5
4282,261.1,Urban,5
4283,202.44,Urban,5
4284,350.77,Urban,5
4285,117.64,Urban,5
4286,215.67,Urban,5
4287,216.83,Urban,5
4288,266.74,Urban,5
4289,159.91,Urban,5
4290,257.27,Urban,5
4291,246.03,Urban,5
4292,196.75,Urban,5
4293,137.33,Urban,5
4294,265.51,Urban,5
4295,151.63,Urban,5
4296,176.2,Urban,5
4297,196.95,Urban,5
4298,254.39,Urban,5
4299,250.15,Urban,5
4300,276.47,Urban,5
4301,100.08,Urban,5
4302,329.29,Urban,5
4303,222.82,Urban,5
4304,261.74,Urban,5
4305,144.09,Urban,5
4306,175.47,Urban,5
4307,153.82,Urban,5
4308,420.01,Urban,5
4309,245.07,Urban,5
4310,400.08,Urban,5
4311,371.96,Urban,5
4312,242.13,Urban,5
4313,84.42,Urban,5
4314,308.83,Urban,5
4315,74.08,Urban,5
4316,258.63,Urban,5
4317,133.7,Urban,5
4318,191.43,Urban,5
4319,283.31,Urban,5
4320,196.15,Urban,5
4321,252.53,Urban,5
4322,299.57,Urban,5
4323,190,Urban,5
4324,115.14,Urban,5
4325,121.67,Urban,5
4326,216.84,Urban,5
4327,165.39,Urban,5
4328,221.81,Urban,5
4329,262.75,Urban,5
4330,168.21,Urban,5
4331,334.91,Urban,5
4332,504.73,Urban,5
4333,349.47,Urban,5
4334,91.8,Urban,5
4335,297.2,Urban,5
4336,231.37,Urban,5
4337,208.21,Urban,5
4338,177.29,Urban,5
4339,272.31,Urban,5
4340,207.28,Urban,5
4341,263.42,Urban,5
4342,164.71,Urban,5
4343,126.1,Urban,5
4344,237.65,Urban,5
4345,212.48,Urban,5
4346,295.28,Urban,5
4347,287.21,Urban,5
4348,269.75,Urban,5
4349,289.41,Urban,5
4350,185.5,Urban,5
4351,210.42,Urban,5
4352,379.85,Urban,5
4353,311.03,Urban,5
4354,207.1,Urban,5
4355,199.47,Urban,5
4356,305.74,Urban,5
4357,193.14,Urban,5
4358,234.65,Urban,5
4359,303.49,Urban,5
4360,144.13,Urban,5
4361,183.86,Urban,5
4362,456.32,Urban,5
4363,117.35,Urban,5
4364,124.99,Urban,5
4365,178.89,Urban,5
4366,235.11,Urban,5
4367,433.23,Urban,5
4368,215.86,Urban,5
4369,167.93,Urban,5
4370,212.7,Urban,5
4371,143.8,Urban,5
4372,197.85,Urban,5
4373,254.68,Urban,5
4374,180.49,Urban,5
4375,251.8,Urban,5
4376,166.31,Urban,5
4377,419.56,Urban,5
4378,446.89,Urban,5
4379,306.88,Urban,5
4380,202.53,Urban,5
4381,217.88,Urban,5
4382,292.07,Urban,5
4383,445.54,Urban,5
4384,304.88,Urban,5
4385,227.42,Urban,5
4386,196.45,Urban,5
4387,194.95,Urban,5
4388,169.43,Urban,5
4389,111.54,Urban,5
4390,163.5,Urban,5
4391,288.67,Urban,5
4392,128.43,Urban,5
4393,186.83,Urban,5
4394,178.49,Urban,5
